"","custAge","profession","marital","schooling","default","contact","month","campaign","previous","poutcome","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","pmonths","pastEmail","responded"
"1",0.486842105263158,"1","3","2","2","1","3",0,0,"2",0.389321901792677,0.368200836820084,0.806393108138744,0.877882797731568,1,0,"1"
"2",0.298245614035088,"2","2","1","1","1","3",0,0,"2",0.669134840218243,0.338912133891213,0.980729993198821,1,1,0,"1"
"3",0.315789473684211,"2","2","1","1","2","3",0,0,"2",0.698752922837102,0.602510460251046,0.95737927907504,0.859735349716445,1,0,"1"
"4",0.486842105263158,"1","1","1","2","1","3",0.0256410256410256,0,"2",0.669134840218243,0.338912133891213,0.981183405123555,1,1,0,"1"
"5",0.218683972907355,"1","1","2","1","1","3",0.102564102564103,0.166666666666667,"1",0.26968043647701,0.192468619246862,0.148945817274994,0.512287334593573,1,0.0555555555555556,"1"
"6",0.381578947368421,"2","2","1","1","2","3",0,0,"2",0.698752922837102,0.602510460251046,0.95737927907504,0.859735349716445,1,0,"1"
"7",0.223684210526316,"2","3","1","1","2","3",0,0,"2",0.698752922837102,0.602510460251046,0.957152573112673,0.859735349716445,1,0,"2"
"8",0.342140457505708,"2","2","1","1","2","3",0.0256410256410256,0,"2",0.698752922837102,0.602510460251046,0.957152573112673,0.859735349716445,1,0,"1"
"9",0.131578947368421,"1","2","1","1","1","3",0,0,"2",0.26968043647701,0.192468619246862,0.153933348447064,0.512287334593573,1,0,"1"
"10",0.368421052631579,"2","2","1","1","1","3",0.0256410256410256,0.166666666666667,"1",0.389321901792677,0.368200836820084,0.806393108138744,0.877882797731568,1,0,"1"
"11",0.386720261675484,"1","2","1","1","1","3",0.0512820512820513,0,"2",0.48441153546376,0.615062761506276,0.981863523010655,1,1,0,"1"
"12",0.302631578947368,"2","2","1","1","1","3",0.0256410256410256,0,"2",0.669134840218243,0.338912133891213,0.980729993198821,1,1,0,"1"
"13",0.223684210526316,"1","3","2","1","1","3",0,0,"2",0.669134840218243,0.338912133891213,0.980049875311721,1,1,0,"1"
"14",0.407894736842105,"2","2","1","2","1","3",0.0256410256410256,0,"2",0.48441153546376,0.615062761506276,0.981410111085922,1,1,0,"1"
"15",0.366503751060086,"2","2","2","2","1","3",0,0,"2",0.389321901792677,0.368200836820084,0.797778281568805,0.877882797731568,1,0,"1"
"16",0.289473684210526,"2","2","1","2","1","3",0.0256410256410256,0,"2",0.389321901792677,0.368200836820084,0.797778281568805,0.877882797731568,1,0,"1"
"17",0.184210526315789,"1","3","1","1","1","3",0,0,"2",0.669134840218243,0.338912133891213,0.981410111085922,1,1,0,"2"
"18",0.368421052631579,"2","2","1","2","1","1",0.0256410256410256,0,"2",0.340607950116917,0.154811715481171,0.174790296984811,0.512287334593573,1,0,"1"
"19",0.258771933185948,"2","3","1","1","1","3",0,0,"2",0.48441153546376,0.615062761506276,0.981636817048288,1,1,0,"1"
"20",0.210526315789474,"2","3","1","1","1","3",0,0,"2",0.669134840218243,0.338912133891213,0.981410111085922,1,1,0,"1"
"21",0.263157894736842,"1","2","2","1","1","3",0,0.166666666666667,"1",0.26968043647701,0.192468619246862,0.146678757651326,0.512287334593573,1,0.0555555555555556,"1"
"22",0.184210526315789,"1","2","1","1","1","3",0,0.166666666666667,"3",0.26968043647701,0.192468619246862,0.1571072319202,0.512287334593573,0.0002002002002002,0.0555555555555556,"2"
"23",0.171052631578947,"1","2","2","1","2","3",0,0,"2",0.698752922837102,0.602510460251046,0.95737927907504,0.859735349716445,1,0,"1"
"24",0.105263157894737,"1","2","1","1","2","3",0.0256410256410256,0,"2",0.882307092751367,0.376569037656904,0.958966220811607,1,1,0,"1"
"25",0.131578947368421,"2","3","1","1","1","3",0,0,"2",0.26968043647701,0.192468619246862,0.143278168215824,0.512287334593573,1,0,"1"
"26",0.157894736842105,"2","2","1","1","1","3",0.128205128205128,0,"2",0.669134840218243,0.338912133891213,0.981410111085922,1,1,0,"1"
"27",0.228313184350994,"1","2","2","1","1","2",0.0256410256410256,0.166666666666667,"1",0.455183164458303,0.669456066945607,0.00340058943550216,0.170510396975423,1,0.166666666666667,"1"
"28",0.216525248429172,"1","2","2","1","2","1",0.0769230769230769,0,"2",0.340607950116917,0.154811715481171,0.177057356608479,0.512287334593573,1,0,"1"
"29",0.381578947368421,"2","2","1","1","1","3",0.0256410256410256,0,"2",0.669134840218243,0.338912133891213,0.981183405123555,1,1,0,"1"
"30",0.25,"2","3","1","1","2","3",0.230769230769231,0,"2",0.882307092751367,0.376569037656904,0.958966220811607,1,1,0,"1"
"31",0.197368421052632,"1","2","2","1","1","3",0,0.166666666666667,"1",0.389321901792677,0.368200836820084,0.790296984810701,0.877882797731568,1,0.277777777777778,"1"
"32",0.105263157894737,"2","3","1","2","2","3",0.0256410256410256,0,"2",0.882307092751367,0.376569037656904,0.980956699161188,1,1,0,"1"
"33",0.184210526315789,"1","3","2","1","1","3",0.0256410256410256,0,"2",0.48441153546376,0.615062761506276,0.981410111085922,1,1,0,"1"
"34",0.32017558354123,"2","1","1","1","1","3",0.0256410256410256,0,"2",0.669134840218243,0.338912133891213,0.981183405123555,1,1,0,"1"
"35",0.473684210526316,"3","1","1","1","1","3",0.102564102564103,0.166666666666667,"1",0.26968043647701,0.192468619246862,0.139650872817955,0.512287334593573,1,0.0555555555555556,"1"
"36",0.368426078954683,"2","2","1","2","1","3",0.0256410256410256,0,"2",0.669134840218243,0.338912133891213,0.980956699161188,1,1,0,"1"
"37",0.280522086227838,"1","2","2","1","1","3",0.0512820512820513,0,"2",0.48441153546376,0.615062761506276,0.981636817048288,1,1,0,"1"
"38",0.0526315789473684,"4","3","1","1","1","3",0.0512820512820513,0,"2",0.26968043647701,0.192468619246862,0.163228292904103,0.512287334593573,1,0,"2"
"39",0.328947368421053,"2","2","1","1","2","3",0.0512820512820513,0,"2",0.698752922837102,0.602510460251046,0.957152573112673,0.859735349716445,1,0,"1"
